text,sentiment
TAIIII LAH MOH SEULHEE YOON EUNSEUNG BABIIII MAKAN NOH SAHAM QUEENS Ztp puas bgt liat tu aki2 sekarat anjing tolol mampus lu itulah akibat bulol babi anak kau sndiri gk diprcaya pantek,Negative
banyak Perusahaan melupakan hal ini & banyak konsumen menghapus pesan tanpa membacanya menyalahkan padahal sudah diingatkan thanks <PROVIDER_NAME> ,positive
"Perayaan kemenangan #AniesSandi, tidak pakai papan kembang, tapi pakai kambiang â€” merasa bersyukur di Abunawas... http://fb.me/89nIV8t2r",negative
#Ahok #ahokhebat #AhokDjarot #AhokTakBersalah #RIPJUSTICEINDONESIA #politikkotor,positive
dih cwok kere anjir,Negative
Ada @Stefan0Lilipaly & @andik_vermansah di #HitamPutihT7 Keren.. !!!,positive
RT <USER_MENTION>: sudah lama gak pakai <PROVIDER_NAME>,negative
Mari beri masukan & kritik yang membangun bagi yang kalah dalam pertandingan. #PilkadaSerentak2017 #ahokdjarot #agussilvy #AniesSandi,positive
liat zerobaseone cover energetic jadi kangen banget. zerobaseone juga keren banget nampilinnya terima kasih zerobaseone proud of them,Positive
HEY......yang menang jangan sombong yang kalah jangan marah!!! #pilkadadki2017,positive
Kiriman bunga ke #AhokDjarot 2.600 mereka masih nyinyir.... kalau sudah 7 juta mereka pasti pingsan semua,negative
Jisung gantengg bnget pliss 😍😍🤍🤍🤍,Positive
Beruntung sekali tidak mengalami bug yang fatal,positif
aku ga suka kucing tapi kalo yg ini aku suka,Positive
Kerennnn suaranya bagus,positive
Ha-ha-ha. sUdah tidak adil nih bangsa. Kalian masih mau milih no 2? Cina? Hah? <Speak-No-Evil> #AkuCoblosAniesSandi #PilkadaDKI #pilkadadki2017,negative
"Kalo cari suami tuh cari aja team keamanan #aniessandi.. Kotak aja djagain, apalagi kamu",negative
"Kasian anaknya,, jgn sampek anaknya rusak jugak kek emaknya yaa",positive
"Alhamdulillah bisa belajar dari 0. gratis,dan menyenangkan. saya awalnya bingung aplikasi yang bisa buat belajar bahasa Inggris dan gratis itu apa, saya akhirnya dapat rekomendasi dari teman aplikasi ini, dan sangat membantu saya karena saya tidak bisa untuk las privat bahasa, terimakasih Duolingo 🤗",Positive
" <USERNAME> sini gua jawab currr ya bunmai sdh pernah nikah Tp sekarang janda dia janda karena suami nya di rampas Mulan jameela,menjijikkan banget ya Mulan jameela sblm rmh tangga bunmai hancur sdh berani bilang Dani suami bersama aduha udh wanita be",negative
"Bismillah, semoga esok Hari Jakarta memiliki pemimpin yang sesuai tuntunan AlQuran, diridhai Alloh swt",positive
Webtoon tersukses hybe nunjukin bersinarnya dia keren banget physical album buat dark moon,Positive
"Lagunya bagus banget , syedihhhnya dpaat",Positive
perusahaan jujur pasti punya pekerja yg jujur. #hitamPutihT7,positive
Setelah #AniesSandi menggulirkan ide rumah #DP0 jadi makin banyak orang membicarakan rumah murah. Itulah kekuatan gagasan seorang pemimpin !,positive
Aku bangga jadi anak memo.  <Tongue>   <Face With Stuck-Out Tongue & Closed Eyes>  <FACE WITH TEARS OF JOY>    #AHY #moshing,negative
AYO BUANG KARTU <PROVIDER_NAME> ! #Ruh212 ,negative
"Meskipun bukan yang termurah, tapi fitur yang didapat sangat lengkap.",positif
Film macam apa ini? Nonton nya bikin gue menderita -_-,negative
WAJAR GA SI NJING KALO LDR DIA GAK PERCAYA KITA TERUS MINTA JAMINAN KATANYA BIAR PERCAYA DIA MINTA KTP ANYINGGGG,Negative
AHY Sangat Cemas Terhadap Situasi Sosial Usai Pilkada Jakarta: Pilkada DKI Jakarta berdampak negatif bukan hanyaâ€¦ http://dlvr.it/PGqY,negative
Selamat dan sukses buat Gubernur dan wakil Gubernur Jakarta yang baru #pilkadajakarta #pilkadadki2017,positive
 <USERNAME> bego lo ya,negative
Anjing nya ngamuk..hidup kok dmana2 pny musuh..udh kliatan mna yg baik dan bukan..org baik ga pny byk musuh..,negative
Nonton kisah anastasya wella di #hitamputihtrans7 seru bgt ya kisahnya. Punya 9 kepribadian berbeda.,positive
Anak2 mulai berimajinasi. #kickandy,positive
"dr penampilan saja kyk preman taunya bkin kisruh, perusak #matanajwametrotv",negative
Smnjk hbs nikah auranya keluarr bgt. Suaminya jg kliatan syg dan nia nya kliatan baik gt tulusss.. sukak deh liatnya.,positive
yg buat draft itu siapa sih anjir😒,Negative
Saya sangat kecewa dgn aplikasi ini yg dulunya bagus sekarang malah kaga jelas ketika diucapkan bahasa Inggris dan bahasa yg lain secara bersuara malah ngk ada respon sama sekali bikin saya bosan dan ngk semangat belajar Bahasa Inggris dan bahasa yg lain 😞😞😞 Kami berharap bagi yg memegang aplikasi ini segera diperbaiki secepat mungkin agar kami yg belajar bahasa makin semangat dan mudah untuk mengajak yg lainnya 🙏,Negative
"yg katanya s1 s2 psikolog tp di cek malah mengundurkan diri, ga malu bun😂😂😂",Negative
Wahhh Kerenn..... dan saat ini tempatnya semakin bagus Ibu. Kapan kapan Bernostalgia di sana lagi bersmaa keluarga ??????,positive
"Kasihan AHY kalah walaupun sudah umroh, dibantu doa 7 juta umat.Ternyata Allah itu netral, tidak berpolitik #PilkadaDKI",negative
Proses registrasinya rumit dan memakan waktu yang lama.,negatif
"Sesuai pesanan, pengirimannya cepat",Positive
"Sempat terkejut karena Bapak Ahok kalah dalam versi Quick Count #pilkadadki2017. Tidak apa-apa, tetep keren terus ya pak! Tetap menginspiras",positive
"Ah min, gue lama2 gak suka sama akun ini nih! Berita nya basi! Lo liat dong min.. itu si kellen sama amora lagi dateng.. pake ikut jingkrak2 kok!! Lo saring dulu dong min.. biar berita nya gak blunder.. lo posting juga tu KD udah posting videon kellen ma amora lagi joget2 ma si arsya arsyi!!",negative
WASIT TAi,Negative
"#AhokDjarot hasil kerja nyata,hasil kerja sudah banyak yang terselesaikan, gak pakai janji2 lagi,tinggal meneruskan yang lain  <Victory Hand> <FOLDED HANDS> <Fire>",positive
"Cobaan suami saat istri sakit, cobaan istri saat suami gak punya duit, miris #kickandy",negative
Yang bikin selalu rindu kalau jauh dari nya... #hitamputihtrans7,positive
plisss kita butuh kamu upload seminggu sekali!!💘💘😢,Positive
Nangis itu gegara nonton film kartini (1982) yang epic banget.,positive
suara sang veteran kalau perlu koruptor di hukum mati! #hitamPutihT7,negative
" <USERNAME> justru karena ka bella sholehah, punya penghasilan sendiri, dan cantik jadi Allah mau kasih jodoh yang lebih baik lagi..",positive
Lanaaa mood banget liat videomuu❤️❤️,Positive
mv bm keren banget dah melebihi ekspetasi gua. gua yang awalnya stan karena satu agensi sama bp sekarang bukan itu dah alasan gua soalnya bm juga ga kalah kerenn gila sihh.,Positive
Semakin hari kualitas dan pelayanannya semakin buruk. Selama 5 bulan melakukan pelaporan namun tidak ada tindakan perbaikan. <PROVIDER_NAME>,negative
Kalau merhatiin relawan #AHY saat ini minta rehat itu karena ada hal yang ganjal mungkin harus ada Islah dengan relawan #AniesSandi dulu.,negative
"ni orang emang aga laen anjg, sinting",Negative
Selamat kak gebb!,Positive
Dia ini punya anak perempuan lho. Ibu macam apa contohin jelek ke anaknya. Jauh dari kata BECUS ini perempuan. Amit amit...,negative
Bagus2 Bagus2 Bagus2 Bagus2 Bagus2 Bagus2 Bagus2 Bagus2 Bagus2 Bagus2 Bagus2 Bagus2,Positive
Terimakasih <PROVIDER_NAME>,positive
#AhokDjarot anti korup..kinerja kerja nyata.. Kebersihan Tata ruang kota.. Jakarta..makin baik?  <Weary Face>  <Weary Face>,negative
Selamat Pagi Salam 2 Jari untuk #pilkadadki2017 #pilkadajakarta,positive
Siapapun pemenang nya AHY tetap no 1 dan selalu dihati <Smiling Face With Open Mouth & Closed Eyes> <Smiling Face With Open Mouth & Smiling Eyes> <Smiling Face With Smiling Eyes> <Face Savouring Delicious Food> <Kissing Face With Closed Eyes> <Face Blowing a Kiss> <SMILING FACE WITH HEART-EYES>  @agusyudhoyono #AHY #ahy… https://www.instagram.com,positive
"Anies-Sandi Pimpin Ibu Kota, FPI akan Semakin Bertaring http://bit.ly/2p1mdBW  #PilkadaDKI #AniesSandi #FPI",negative
Warnanya tetap cerah dan tidak pudar meskipun sudah dicuci berkali-kali.,positif
KARTINI adalah salah satu film Indonesia bertema sejarah terbaik yg pernah dibuat. Digarap dgn serius dan tema msh relevan dgn kondisi skrg.,positive
Agung akan diundang  Untuk bercerita banyak tentang perjalanan kehidupanmu.. #KickAndy,positive
"baru nonton Kartini, salah satu film nasional yg sangat recommended untuk ditonton. saya nangis, campur aduk rasanya :'')",positive
"Harganya memang murah, tapi kualitas bahannya terasa sangat tipis.",negatif
Knetz serem bgt anjir,Negative
Alhamdulillah tidak ada kendala berarti selama penggunaan,positif
"baru selesai nonton film GOAL 3, ternyata penurunan kualitas film nya drastis parah.",negative
10/1000000000🔥🤍,Positive
"Semangat bp bambang woidjojayanto,, @matanajwaMetroTv,, #saveKPK",positive
"Dear...Bpk  <USERNAME> cra berpakain bpk sangat lah mencerminkan kepribadian bpk yg sngt lembut tpi tetap gagah semoga bpk  <USERNAME>&kel selalu dlm lindungan allah swt, salam hormat dri saya yg selalu mengagumi bpk :-)",positive
"ga semua orang bisa ""aman aja"" terus ya anjg.",Negative
"Mungkin, situs http://fitnahlagi.com  masih perlu dipertahankan, selama #AniesSandi belum dilantik. Untuk counter hoax. Cc: @JktMajuBersama",negative
TRUS KARNA APA LAGI ANJ KALO BUKAN HAMIL😭😭,Negative
"Pantesan di tinggalin laki, ya lakinya juga mikir kali kalau perempuannya kayagni. Ngurus diri aja dia gak becus gimana ngurus anak, mending anak sama bapake nya aja bener didiknya",negative
Trima Kasih atas KeIstiqomahan Relawan #AHY @AgusYudhoyono lah yg tlh mengantarkan #AniesSandiDKI1 #JakartaGubernurBaru dg cukup signifikan,negative
"Keren sihh, tpi mgkn untuk sementara bintang 4 dlu. Karena kok gak bisa di update ya?? Atau emg gini? Soalnya fiturnya kurang sm fitur punya adik saya (adik saya belajar di duolingo juga, tpi fiturnya lebih banyak). Kirain masih bisa di update, tpi pas liat fi playstore, gaada tombol updatenya, ini kenapa ya??",Positive
Saya yakin rencana dan keputusan Allah selalu benar dan selalu lebih baik dari keputusan manusia. <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes> #AHY,positive
Alhamdulillah tidak mengalami crash seperti versi sebelumnya,positif
"Sumpah gua suka bgt sama lagu dia yg ini, asik bgt di dengernyaa",positive
"bahan adem, enak di pakai",Positive
Meskipun kebohongan itu lari secepat kilat satu waktu kebenaran akan mengalahkannya #ILC,negative
Mudah-mudahan tidak ada surprise cost di kemudian hari,negatif
ahoker masih bully #AHY,negative
"Bu Ameeel.... udah lama ga ke bank,kangen bu Amel yg cantik,ramah,baik ama kangen tentengannya hihiii ????. Nanya si mba bu Amelnya pindah rumah dan lg hamil. Sehat2 yaa bu Amel,salam buat Annabel",positive
@pandji @InsyaAllahSah Film busuk dan artis dungu merusak bhineka,negative
"Kalau saja #AhokMenang dalam #PilkadaDKI2017 maka jelas warga DKI cukup cerdas, tak mudah diprovokasi isue SARA, tapi kok..#GombalinAhok",negative
#ILCTVONE ini bang gaya nya benar2 pemikiran liberal miris sekali,negative
#okeoce selalu dihati #pilkadadki,positive
"baguss!! pengiriman jg cepat.
terima kasih respon dan pengirimannya yg kilat.
semogaa tahan lamaa ya..",Positive
"Duolingo sangat asik! jadi saat belajar bahasa apapun tidak bosan! meskipun iklannya mengganggu, saya tetap menikmatinya! saya sudah merekomendasikan Duolingo ke teman saya, Terimakasih sudah membuat aplikasi ini!",Positive
Suara Warga Cuma Dihargai SEMBAKO TOLAK AHY Sudah melakukan penyuapan kepada warga @Abaaah @MurtadhaOne @RinjaniJB @fariz1234 @ananghijau,negative
"Kak vieraa kenapa kamu cantik sekali, aku kayak orang aneh muji kamu terus tapi untuk nyata kamu secantik itu Masya Allah, kayak Tuhan lagi sebahagia apa ya pas ciptain kamu?? 🙆🏻‍♀️🤍",Positive
Hari ini wisata ke balai kota. Mumpung gubernurnya masih pak ahok. Riang gembira dan gratis. Penuhnya luar biasa. #balaikotadki #AhokDjarot,positive
"hanya membicarakan permasalahan orang lain, memalukan",negative
AHY Menanggung Akibat Cuitan Ayahnya yang Tak Produktif.,negative
Bacot lu monyet,Negative
Awas serbuan warga wahabi dari bogor dan depok #JakartaberAswaja #SJPKB #pilgubDKI #JakartaPunyaSemua @kpudki https://news.detik.com,negative
Trans7 Hitam Putih terbaik https://www.instagram.com/p/BTYyTXMgVKd/,positive
Keren min orang2 yg berbakat kaya gini yg harus di up ke publik????????,positive
"untuk developer tolong perbaiki bugnya, saya sendiri tidak tahu tentang updatean terbaru dari apk snow tetapi akhir² ini apknya tidak berfungsi dengan baik, pen download an filter yang selalu gagal karena jaringan dan bug filter yang tidak muncul padahal jaringan saya bagus tetapi selalu gagal dalam mendownload filter. permohonan untuk yang ke dua kalinya buat developer tolong perbaiki apknya",Negative
"Lumayanlah untuk harga segitu, walau ada beberapa kekurangan kecil.",negatif
Saran untuk #AniesSandi dalam mewujudkan program dana 1Milyar/RW dibutuhkan persetujuan DPRD @Kemendagri_RI dan @KPK_RI untuk cegah korupsi,positive
lucu lucu semuaa 😭😭 nitip yak gusy,Positive
Sayangnya performa lumayan stabil hari ini,positif
Harganya mahal tapi kualitasnya mengecewakan sekali.,negatif
#DebatFinalPilkadaJKT AHY AHY Anda ngomong karakter.. Anda tau yang barusan Anda omongkan untuk melihat sisi negatif orang lain? <Tongue> <Oncoming Fist>,negative
ternyata bener lingkungan lo bakal ngaruh besar ke gmn hidup lo beberapa tahun kedepan,Positive
"Lambang matinya akal waras di Indonesia, ketika fitnah mengendalikan kita #Ahok #ahoktumbang #pilkadajakarta #AhokDjarot",negative
Goblok anjing tolol nya cwe ini pantes nya di kasih makan kontol biar omonggn nya kga ngawur....tolol di piara terus mba goblok...buzzer nya s Anis pea ya? Pntesan sma Goblok nya,Negative
"Bener kata pepatah Yess, Buah Jatuh gak Jauh dari PohoN nya... Cantik Nya dapet dari Mama_Nya, Suara Bagus dan Pinter nyanyi dari darah seni Papa Nya.. #calon generasi hebat di masa depan",positive
"pokoknya kalian harus nonton film kartini, asli KEREN ! @LegacyPictures @Hanungbramantyo nonton di bioskop ya, bikinnya susah loh",positive
"i wish hidup ku ky kamu, so coquette🎀💗𐙚",Positive
Kereeeeennnn padahal nyanyinya santai banget ????????????,positive
... Ahok dan Najwa bener bener mati kutu dan bingung ... #Anies menjawab semua tudingan dengan ringan dan tepat  <SMILING FACE WITH HEART-EYES> <SMILING FACE WITH HEART-EYES>  ... #AniesSandy,positive
Anjing capek banget jadi anak tengah fakkkkkkkk,Negative
Bismillah semoga tahun ini ada gubernur baruu... #AniesJawaraJakarta #GubernurkuAniesBaswedan #OkeOce #TolakReklamasi,positive
Beruntungnya tidak terlalu rumit untuk dioperasikan,positif
anj🗿🔪,Negative
"Tidak seburuk yang orang bilang, tapi juga jauh dari kata istimewa.",negatif
tolong editingnya yg bagus ya. Saya sering kecewa dgn film indonesia. Ditunggu filmnya!!,negative
Orang-orang yang berhenti belajar akan menjadi bodoh  #kickandy http://untub6158.m.humandesignindonesia.com/untub6158/rahasia-dalam-memikat-,negative
Kalo Nolan bikin film gak ada perempuan seksi* dan bumbu percintaan selalu hambar.,negative
"Kafirrrrrr dan menista ya??!#SaveAhok #RIPJUSTICEINDONESIA #Ahok #AhokDjarot â€” iqra, iqra, iqra !!! http://www.nu.or.id",negative
ini sutradanya dan camera directornya keren abiissssss jarang2 sumpah kdrama yang fokus ke detail2nyaaaa!!!,Positive
"Pernah novel favorit di filmkan & hasilnya bikin kecewa parah. Tp dari teaser #CriticalEleven saya yakin, team CE serius sama film ini",negative
"Film Kartini trlalu singkat, sehingga penonton yg mungkin blm baca biografi jelas ttg Kartini agak bingung. Saya sndiri emg blm baca bukuny.",negative
Berasa kaya mau manggung kk  <USERNAME> ?? semoga lancar dan cepat punya momongan biar Ada Princess Kecil MoMo atau gak prince ??,positive
Agung @eevnxx mampu membuktikan sebuah karya yg mengagumkan bisa dihasilkan dgn belajar scr otodidak,positive
"Selamat @NajwaShihab dan keluarga besar @Metro_TV Prestasi yg luar biasa, Dialog keren, rugi klo terlewatkan nonton mata najwa",positive
"Semalam nonton film ini, paginya ane download, malem langsung nonton.. ane smpai begadang.. hasilnya? Ane Kecewa... http://fb.me/13sZi5lbC ",negative
kharismanya luuaaaarrr biasaaaa melelehkan hati 🫶,Positive
Wakil Timses Anies-Sandi Pantau Pencoblosan Ulang di TPS 1 Gambir #WakilTimses #AniesSandi #Pantau #TPS01Gambir https://www.harianbernas.com,positive
Sangat Buruknya Klakuan Pndukung #AniesSandi Stelah Ceramah Politik di Masjid Lanjut Takbir Pengusiran Djarot dri Masjid,negative
lembut...cocok dgn kulit,Positive
Golput lebih tinggi daripada pemilih #AHY ya nampaknya. #pilkadadki2017,negative
Fasisme musuh demokrasi. @aniesbaswedan merangkul dua sekaligus: Islamisme & orang2 Orde Baru. #PilkadaDKI2017 #DebatFinalPilgubDKI,negative
Marasa beruntung sekali <SIGN OF THE HORNS> #ahy,positive
"Monton monyet ngasih team trio begini, kalah sama cyclops jungler babi babi.",Negative
metro tv keren malam ini yang lg malam mingguan rugi klo ga nonton mata najwa @matanajwametrotv,positive
anjiiir mana dibeliin nya pandora 😭😭 minimal emas or diamond lah kodelll,Negative
Udh ga pantes di dunia maya lo!,Negative
straykids keren banget Buat seungmin yang nangisin leeknow sampe ga bisa ngomong Jangan nangis lagi yaaaa Kalian debut sama sama kok DISTRICT 9 STRAYKIDS DEBUT,Positive
Blunder sekali Pak @jokowi jika benar menteri dari PAN akan DITENDANG gara-gara dukung #AniesSandi & isu #AhokPenistaAgama masuk kabinet,negative
 <USERNAME>.bee idih najong lu tag2 org! Nimbrung aja kek mujaer lo! Dia ga bakal terkenal klo ga bawa2 nama ayu ting ting sm nagita! Duh bego dipiara! Kesian,negative
Terima Kasih teruntuk pendukung #AHY #SYLVI kalianlah pembeda kali ini,negative
Sayangnya fitur tidak secanggih yang dibayangkan,negatif
kerenn,Positive
Knetz anjj emangg,Negative
tinggal seleksi tendemnya. Di pilkada DKI AHY kalah karena tendemnya salah pilih. Malah mengurangi kualitas AHY,negative
#ahok #temanahok #aniessandi Teman Ahok Minta Anies-Sandi Harus Lebih Baik dari Ahok http://dlvr.it/Nyqxzd,positive
"Jakarta punya gubernur baru , selamat dan jangan lupa jalankan janji janji manisnya  #pilkadadki2017",positive
rame banget malam ini #MataNajwaMetroTV selalu menunggu topik lain yang seru dan nambah wawasan.,positive
RT <USER_MENTION>: Buat <PROVIDER_NAME> setelah kuota habis saya mau ganti provider  ,negative
"2. Semoga @aniesbaswedan @JktMajuBersama @sandiuno melebur semua relawan menjadi RELAWAN JAKARTA yang bersatu!#AniesSandi, #menyatukan",positive
Menuduh pendukung #AniesSandi ekstrimis itu seperti momen gagal fokus. #AdaAqua. Cc: @MarissaAnita,positive
Salah satu kejadian yang membuat penonton tertawa saat agung hapsah muncul #KickAndy,positive
Boss.. bisa cabut pasang kaya kebijakan reklamasi! #OKEOCE,negative
di pilkada putaran pertama kemarin saya membuat kaos AHY sendiri untuk dibagi-bagikan dilingkungan saya Utan Kayu Jaktim.,positive
#AHY menyapa #Selamatpagi INDONESIA @PDemokrat @SBYudhoyono @hincapandjaitan @edhiewibowo_55 @Edhie_Baskoro @isari68 @ranabaja,positive
gua udah gila kayanya anjirrrr😭😭,Negative
ayo viralkan keras #Boikot<PROVIDER_NAME>! Nomor saya nomer <PROVIDER_NAME> cantik dari tahun 2007 saya buang! Jangan main2 dengan umat Islam yang brsatu,negative
ini adminnya mana sih anjing masa sender kayak gini dibiarin kek mana lah tolol,Negative
"Jaringan 4g <PROVIDER_NAME> di cimahi kenapa yah,  kok lambat ?, sudah 4 hari ini.  Tapi kalo di kota bandung lancar jaya.. ",negative
Harus menerima hasil ini dengan lapang dada. #PilkadaDKI2017,negative
"fomo banget orang-orang ajgg rumah korban malah kaya dijadiin tempat wisata gini, ini kalo sampe dijadiin film juga udah ga heran sih",Negative
bGus banget ahh suka baru pertama kali beli bakal langganan maskara nya,Positive
RINDU ILC INDOBESIA LAWYERS CLUB DI TVONE,positive
deser setannnnnnn luuuu,Negative
jakarta tidak butuh gubernur yang pandai bermain kata2.. jakarta butuh gubernur yang bekerja nyata <Victory Hand> <Victory Hand>  #AhokDjarot,positive
Yang pilih #AHY semoga tidak  ikut demokrat yaa kalau benar mau dukung Ahok.,negative
SAAT ALIEN MENYERANG INDONESIA http://www.triandry.com #pertempuranakhirjawarajkt #deklarasippp #rompiskasmaran #ahokdjarot #aniessandi,negative
#CUG <PROVIDER_NAME> #Community Sangat Cocok Buat Komunikasi Antar :. - Keluarga. - Rekan Bisnis / Kerja. - Sekolah / Kampus. - Hubungan Jarak.,positive
Semoga saja tidak ada gangguan di masa depan,negatif
"G ckp anjir Lo cmn 2 Thun ,minimal Lo lumpuh jg",Negative
habis liat Film kartini yg luar biasa...pemikiran dan gerakan kartini hrs di lanjutkan,positive
Keren dan kocak nih tamu #kickAndy mereka-mereka yg memang lomba design yg berasal dari Malang,positive
seru bgt sambil beberes dengerin playlist ini,Positive
so perfect anj,Negative
GOBLOK BGT ANJING MATI YG CEPET DEH TUKANG MABUK SIALAN! KENAPA G DIA AJA YG MATI OVERDOSIS SAMPE SEMUA ORGAN TUBUHNYA HANCUR LEBUR!,Negative
"Mau bilang jelek ya bilang aja, sekalipun yg buat film itu teman sendiri. Sebut ""filmya bagus"" padahal biasa aja ngga bkin tmen lu maju sih.",negative
"Tiga kata untuk film #danur : cukup, dramatis dan laris.",positive
"Kadang lucu, milih #AniesSandi aja kagak tapi nagih minta rumah DP0% situ pada sehat dan waras??",negative
Mata Najwa dan Metro Tv berpihak pada paslon 3 Untung Ahok cerdas. Semangat pak! Allah bersamamu,positive
si caper,Negative
"gue suka gangerti deh yaa, kenapa kalo via vallen bikin status atau apalah itu disangkut pautin ama att mulu?? padahal att nya aja biasa aja.. Fansnya sih yg bikin jelek.. Orang kalo di sangkut pautin mulu jg lama-lama gerah kali..",negative
Data yang sama sekali tidak ada manfaatnya.  <PROVIDER_NAME> <URL> …,negative
Gampang patah,Negative
Tolol anjing capek banget liat kelakuan manusia jama sekarang. BAPAK KANDUNG LOH ANJIR. DAN ANAKNYA MASIH 5 TAHUN LAGI ULANG TAHUN. Sumpah ini gima kedepannya kalo dia udah paham apa yg dilakukn ayahnya ya allah gak kuat banget denger dia cerita sepolos itu.,Negative
Jerih lelahmu memperjuangkan bangsa ini dari korupsi dan menegakkan kebenaran diperhitungkan oleh Tuhan pak. GBU #Ahok #AhokDjarot #freeahok,positive
makin asik hitam putih,positive
Acara hitam putih paling bagus buat di lihat,positive
"Bos kau kalo cowo kerja salah di bentak abis, kalo cewe malah diajakin becanda trus ketawa #MyStupidBoss #HitamPutihT7",negative
"Prananda Sebut #AHY Demokrat Sejati, Saya Kagum dan Salut  https://goo.gl/fb/8fH7wi  #nasional",positive
#RomanHarusBertahan bangga menyukai film yg mengandung bnyak makna sperti ini.. @RompisRepost @LayarDrama_RCTI,positive
Artis kampungan wkwk,negative
sebenarnya aku udh download ini dari tahun lalu eh pas di update kemarin kok jadi ga bisa kebuka ya kameran nya ilang gitu 😓 gatau kenapa sampe aku uninstall tiga kali berturut-turut kira kira kenapa ya ada yang tau ga 😭😭,Negative
Mudah-mudahan tidak seperti pengalaman buruk kemarin,negatif
"pagi itu, menyegarkan mata selain lari2 kecil, bisa juga dengan nikmatin internet, atau nelpon yang super murah, suara jernih pake <PROVIDER_NAME>. gitu!",positive
"Keren suaranya super merdu. Coba ikut audisi nyanyi, pasti bakatnya bs tersalurkan",positive
"Ini snow update ya??,,, karena waktu aku mau foto filternya gaada dan bug gtu,, meski udah di hapus terus download lagi sama aja ga bisa padahal aku udah buat filter tapi sama aja gabisa,, bagaimana ini?? Aku kasi bintang 4 dlu ya,, nanti kalo sudah diperbaiki saya kasih bintang 5",Negative
Kompas Tv Sandiaga Uno #jakarta #AniesSandi #kompas,positive
Kuotaku masih banyak internetan aja gak bisa <PROVIDER_NAME> <PROVIDER_NAME>Care <PROVIDER_NAME> ,negative
"banyak banget pilihan kursusnya ada bahasa Inggris, Indonesia,Korea dll terus juga ada kursus matematika dan kursus musik cocok banget nih buat kalian yang mau belajar bahasa matematika dan musik pokoknya kalian harus coba kalo gamau kelewatan belajar bahasa terutama untuk anak2 SD SMP SMA pasti ada pelajaran bahasa inggris oh iya disini juga ada liganya tapi ini make xp jadi xp terbanyak akan menjadi juara 1 itu saja terimakasih ASSALAMUALAIKUM WR WB",Positive
saya pikir target AHY dalam pilkada kemarin adalah untuk membangun sentimen positif,positive
Sayangnya dokumentasi tidak seburuk yang dikatakan,positif
<PROVIDER_NAME> terimakasih <PROVIDER_NAME> akhirnya menang pointastic deal dari <PROVIDER_NAME> #PointasticDeal <PROVIDER_NAME> <URL>,positive
"Alesha arti namanya : Yang dilindungi Allah....aamiin yra, ya nak....",positive
"Spensa Boys asal poso di hitam putih trans7 ASLI KALIAN KEREN!! yang pake kemeja biru putih, si gingsul ada salam dari sini",positive
"dammnn,!! politik cantik #SBY ngorbanin #AHY",negative
<PROVIDER_NAME> memang jancok! sinyal payah,negative
knetz tai,Negative
Sayangnya tampilan tidak seburuk yang dikira,positif
Salut buat Ahok. #matanajwametrotv #hutjekardah,positive
semga ilc tetap jadi memberikan informasi yang benar,positive
Semoga saja kualitas tidak menurun dari batch sebelumnya,negatif
banyak bangat emasnya.jadi salpok diemasnya.tp sumpah lagunya dan music nya keren bngat.apalagi konsep mv nya ia ambil handel.kan keren menurut saya.kalo denada taro kutang diluar itu krn masih minim perestasi.tp kalo agnes itu hal wajar.prestasi dan dunia fashion kalo artis indonesia ia selalu unggul.krn ia berani meski gak cocok ia pake,positive
Mintanya hitam dikasinya kuning 🤦🏻‍♀️🤦🏻‍♀️🙏,Negative
Packaging-nya eco-friendly tapi tetap melindungi produk dengan baik.,positif
gakuat gue tinggal di ini negara sumpah mau mati tapi kok jadi gue yang ngalah harusnya pejabat korupsi itu yang mati ajg,Negative
"jadi keinget punya 1 dosen muda yg bener"" hapal muka sama nama.. bahkan kalo ada yg gk masuk tau aja lagi 😭",Positive
Jaringan 4G kecepatan 2G <PROVIDER_NAME>,negative
Kompak dan sama  pembelaan antara BNN n Polisi...  #ilctvone,positive
"Setuju banget sama ucapan deddy corbuzier di Hitam Putih Trans7 hr ini. Guru tak perlu diberikan tanda jasa, cukup naikan gaji",positive
"Selamat berjuang, kaiii! Kami percaya bahwa dengan visi yang jelas dan tekad yang kuat, Anda akan mampu membawa perubahan yang positif untuk Kaltim. Teruslah bergerak maju, menghadapi setiap tantangan dengan kepala tegak dan hati yang penuh semangat. Kami mendukung Anda sepenuhnya dalam perjalanan ini!",Positive
"fotonya kok @Pak_JK , yg integritasnya tdk jelas. Merusak reputasi Mata Najwa aja",negative
keluhan gak ditanggapi. bikin emosi aja. pulsaku dicuri terus. soak deh. masa setiap hari pulsa berkurang 1500-2100 bisa 2-3*/hari,negative
#PilkadaDKI2017 KPU: Anies-Sandi unggul di seluruh Jakarta,positive
"seruu banget soalnya GK perlu kursus/les lagi dulu GK bisa bahasa inggris jadi bisa sedikit, sedikit demi sedikit jadi lumayan lancar pakai bahasa inggris tapi setiap salah pasti di kasih kesempatan terus pas ngejawab nya GK terasa cepat banget soal nya juga mudah gak terlalu susah pas pertama kali coba biasa aja tapi makin lama jadi lebih seru dan gak seru kalau cuma coba sekali jadi seruu banget banyak teman ada berbagai bahasa Mandarin, Arab, inggris dan Masih banyak lagi,inti nya si seru ya",Positive
Kajian ini gue liat pake perspektif netral loh ya. Coba lah kalo ngomong dipikir #AhokDjarot,negative
